Latitude,Longitude,Building_ID,Datetime,Category,Weekday_Weekend,Consumption_kW
25.158234,121.502811,Building_10,2024-08-02 09:00:00,residential,Weekday,2.37
25.158234,121.502811,Building_10,2024-08-02 10:00:00,residential,Weekday,1.8
25.158234,121.502811,Building_10,2024-08-02 11:00:00,residential,Weekday,1.86
25.158234,121.502811,Building_10,2024-08-02 12:00:00,residential,Weekday,1.98
25.158234,121.502811,Building_10,2024-08-02 13:00:00,residential,Weekday,1.99
25.158234,121.502811,Building_10,2024-08-02 14:00:00,residential,Weekday,1.69
25.158234,121.502811,Building_10,2024-08-02 15:00:00,residential,Weekday,2.05
25.158234,121.502811,Building_10,2024-08-02 16:00:00,residential,Weekday,2.12
25.158234,121.502811,Building_10,2024-08-02 17:00:00,residential,Weekday,1.95
25.158234,121.502811,Building_10,2024-08-02 18:00:00,residential,Weekday,5.44
25.158234,121.502811,Building_10,2024-08-02 19:00:00,residential,Weekday,5.22
25.158234,121.502811,Building_10,2024-08-02 20:00:00,residential,Weekday,5.99
25.158234,121.502811,Building_10,2024-08-02 21:00:00,residential,Weekday,1.91
25.158234,121.502811,Building_10,2024-08-02 22:00:00,residential,Weekday,1.76
25.158234,121.502811,Building_10,2024-08-02 23:00:00,residential,Weekday,1.72
25.158234,121.502811,Building_10,2024-08-03 00:00:00,residential,Weekend,2.22
25.158234,121.502811,Building_10,2024-08-03 01:00:00,residential,Weekend,1.93
25.158234,121.502811,Building_10,2024-08-03 02:00:00,residential,Weekend,2.85
25.158234,121.502811,Building_10,2024-08-03 03:00:00,residential,Weekend,2.61
25.158234,121.502811,Building_10,2024-08-03 04:00:00,residential,Weekend,2.56
25.158234,121.502811,Building_10,2024-08-03 05:00:00,residential,Weekend,2.59
25.158234,121.502811,Building_10,2024-08-03 06:00:00,residential,Weekend,2.77
25.158234,121.502811,Building_10,2024-08-03 07:00:00,residential,Weekend,2.63
25.158234,121.502811,Building_10,2024-08-03 08:00:00,residential,Weekend,2.05
25.158234,121.502811,Building_10,2024-08-03 09:00:00,residential,Weekend,2.78
25.158234,121.502811,Building_10,2024-08-03 10:00:00,residential,Weekend,2.18
25.158234,121.502811,Building_10,2024-08-03 11:00:00,residential,Weekend,2.29
25.158234,121.502811,Building_10,2024-08-03 12:00:00,residential,Weekend,2.02
25.158234,121.502811,Building_10,2024-08-03 13:00:00,residential,Weekend,2.71
25.158234,121.502811,Building_10,2024-08-03 14:00:00,residential,Weekend,2.11
25.158234,121.502811,Building_10,2024-08-03 15:00:00,residential,Weekend,2.06
25.158234,121.502811,Building_10,2024-08-03 16:00:00,residential,Weekend,2.13
25.158234,121.502811,Building_10,2024-08-03 17:00:00,residential,Weekend,1.97
25.158234,121.502811,Building_10,2024-08-03 18:00:00,residential,Weekend,5.82
25.158234,121.502811,Building_10,2024-08-03 19:00:00,residential,Weekend,7.11
25.158234,121.502811,Building_10,2024-08-03 20:00:00,residential,Weekend,8.24
25.158234,121.502811,Building_10,2024-08-03 21:00:00,residential,Weekend,2.24
25.158234,121.502811,Building_10,2024-08-03 22:00:00,residential,Weekend,1.95
25.158234,121.502811,Building_10,2024-08-03 23:00:00,residential,Weekend,2.22
25.158234,121.502811,Building_10,2024-08-04 00:00:00,residential,Weekend,2.22
25.158234,121.502811,Building_10,2024-08-04 01:00:00,residential,Weekend,2.23
25.158234,121.502811,Building_10,2024-08-04 02:00:00,residential,Weekend,1.93
25.158234,121.502811,Building_10,2024-08-04 03:00:00,residential,Weekend,2.87
25.158234,121.502811,Building_10,2024-08-04 04:00:00,residential,Weekend,2.64
25.158234,121.502811,Building_10,2024-08-04 05:00:00,residential,Weekend,2.01
25.158234,121.502811,Building_10,2024-08-04 06:00:00,residential,Weekend,2.33
25.158234,121.502811,Building_10,2024-08-04 07:00:00,residential,Weekend,2.24
25.158234,121.502811,Building_10,2024-08-04 08:00:00,residential,Weekend,2.41
25.158234,121.502811,Building_10,2024-08-04 09:00:00,residential,Weekend,2.04
25.158234,121.502811,Building_10,2024-08-04 10:00:00,residential,Weekend,2.65
25.158234,121.502811,Building_10,2024-08-04 11:00:00,residential,Weekend,2.64
25.158234,121.502811,Building_10,2024-08-04 12:00:00,residential,Weekend,2.8
25.158234,121.502811,Building_10,2024-08-04 13:00:00,residential,Weekend,2.74
25.158234,121.502811,Building_10,2024-08-04 14:00:00,residential,Weekend,2.79
25.158234,121.502811,Building_10,2024-08-04 15:00:00,residential,Weekend,2.22
25.158234,121.502811,Building_10,2024-08-04 16:00:00,residential,Weekend,2.87
25.158234,121.502811,Building_10,2024-08-04 17:00:00,residential,Weekend,2.23
25.158234,121.502811,Building_10,2024-08-04 18:00:00,residential,Weekend,8.57
25.158234,121.502811,Building_10,2024-08-04 19:00:00,residential,Weekend,7.2
25.158234,121.502811,Building_10,2024-08-04 20:00:00,residential,Weekend,6.84
25.158234,121.502811,Building_10,2024-08-04 21:00:00,residential,Weekend,2.64
25.158234,121.502811,Building_10,2024-08-04 22:00:00,residential,Weekend,2.21
25.158234,121.502811,Building_10,2024-08-04 23:00:00,residential,Weekend,2.36
25.158234,121.502811,Building_10,2024-08-05 00:00:00,residential,Weekday,1.83
25.158234,121.502811,Building_10,2024-08-05 01:00:00,residential,Weekday,2.06
25.158234,121.502811,Building_10,2024-08-05 02:00:00,residential,Weekday,1.75
25.158234,121.502811,Building_10,2024-08-05 03:00:00,residential,Weekday,2.16
25.158234,121.502811,Building_10,2024-08-05 04:00:00,residential,Weekday,2.31
25.158234,121.502811,Building_10,2024-08-05 05:00:00,residential,Weekday,2.25
25.158234,121.502811,Building_10,2024-08-05 06:00:00,residential,Weekday,2.29
25.158234,121.502811,Building_10,2024-08-05 07:00:00,residential,Weekday,2.03
25.158234,121.502811,Building_10,2024-08-05 08:00:00,residential,Weekday,1.64
25.158234,121.502811,Building_10,2024-08-05 09:00:00,residential,Weekday,1.94
25.158234,121.502811,Building_10,2024-08-05 10:00:00,residential,Weekday,1.73
25.158234,121.502811,Building_10,2024-08-05 11:00:00,residential,Weekday,1.81
25.158234,121.502811,Building_10,2024-08-05 12:00:00,residential,Weekday,2.37
25.158234,121.502811,Building_10,2024-08-05 13:00:00,residential,Weekday,2.17
25.158234,121.502811,Building_10,2024-08-05 14:00:00,residential,Weekday,1.97
25.158234,121.502811,Building_10,2024-08-05 15:00:00,residential,Weekday,1.98
25.158234,121.502811,Building_10,2024-08-05 16:00:00,residential,Weekday,1.97
25.158234,121.502811,Building_10,2024-08-05 17:00:00,residential,Weekday,1.91
25.158234,121.502811,Building_10,2024-08-05 18:00:00,residential,Weekday,4.84
25.158234,121.502811,Building_10,2024-08-05 19:00:00,residential,Weekday,5.73
25.158234,121.502811,Building_10,2024-08-05 20:00:00,residential,Weekday,5.37
25.158234,121.502811,Building_10,2024-08-05 21:00:00,residential,Weekday,1.94
25.158234,121.502811,Building_10,2024-08-05 22:00:00,residential,Weekday,2.04
25.158234,121.502811,Building_10,2024-08-05 23:00:00,residential,Weekday,2.1
25.158234,121.502811,Building_10,2024-08-06 00:00:00,residential,Weekday,1.98
25.158234,121.502811,Building_10,2024-08-06 01:00:00,residential,Weekday,2.21
25.158234,121.502811,Building_10,2024-08-06 02:00:00,residential,Weekday,2.35
25.158234,121.502811,Building_10,2024-08-06 03:00:00,residential,Weekday,2.35
25.158234,121.502811,Building_10,2024-08-06 04:00:00,residential,Weekday,2.33
25.158234,121.502811,Building_10,2024-08-06 05:00:00,residential,Weekday,2.34
25.158234,121.502811,Building_10,2024-08-06 06:00:00,residential,Weekday,1.96
25.158234,121.502811,Building_10,2024-08-06 07:00:00,residential,Weekday,2.35
25.158234,121.502811,Building_10,2024-08-06 08:00:00,residential,Weekday,2.05
25.158234,121.502811,Building_10,2024-08-06 09:00:00,residential,Weekday,2.39
25.158234,121.502811,Building_10,2024-08-06 10:00:00,residential,Weekday,2.11
25.158234,121.502811,Building_10,2024-08-06 11:00:00,residential,Weekday,2.17
25.158234,121.502811,Building_10,2024-08-06 12:00:00,residential,Weekday,1.72
25.158234,121.502811,Building_10,2024-08-06 13:00:00,residential,Weekday,1.95
25.158234,121.502811,Building_10,2024-08-06 14:00:00,residential,Weekday,2.23
25.158234,121.502811,Building_10,2024-08-06 15:00:00,residential,Weekday,2.23
25.158234,121.502811,Building_10,2024-08-06 16:00:00,residential,Weekday,2.34
25.158234,121.502811,Building_10,2024-08-06 17:00:00,residential,Weekday,1.83
25.158234,121.502811,Building_10,2024-08-06 18:00:00,residential,Weekday,6.76
25.158234,121.502811,Building_10,2024-08-06 19:00:00,residential,Weekday,6.33
25.158234,121.502811,Building_10,2024-08-06 20:00:00,residential,Weekday,6.99
25.158234,121.502811,Building_10,2024-08-06 21:00:00,residential,Weekday,1.93
25.158234,121.502811,Building_10,2024-08-06 22:00:00,residential,Weekday,2.2
25.158234,121.502811,Building_10,2024-08-06 23:00:00,residential,Weekday,2.02
25.158234,121.502811,Building_10,2024-08-07 00:00:00,residential,Weekday,1.78
25.187019,121.56297,Building_11,2024-08-01 00:00:00,industrial,Weekday,40.4
25.187019,121.56297,Building_11,2024-08-01 01:00:00,industrial,Weekday,54.62
25.187019,121.56297,Building_11,2024-08-01 02:00:00,industrial,Weekday,56.91
25.187019,121.56297,Building_11,2024-08-01 03:00:00,industrial,Weekday,46.93
25.187019,121.56297,Building_11,2024-08-01 04:00:00,industrial,Weekday,49.52
25.187019,121.56297,Building_11,2024-08-01 05:00:00,industrial,Weekday,59.86
25.187019,121.56297,Building_11,2024-08-01 06:00:00,industrial,Weekday,55.57
25.187019,121.56297,Building_11,2024-08-01 07:00:00,industrial,Weekday,57.75
25.187019,121.56297,Building_11,2024-08-01 08:00:00,industrial,Weekday,45.04
25.187019,121.56297,Building_11,2024-08-01 09:00:00,industrial,Weekday,50.25
25.187019,121.56297,Building_11,2024-08-01 10:00:00,industrial,Weekday,59.57
25.187019,121.56297,Building_11,2024-08-01 11:00:00,industrial,Weekday,50.78
25.187019,121.56297,Building_11,2024-08-01 12:00:00,industrial,Weekday,55.99
25.187019,121.56297,Building_11,2024-08-01 13:00:00,industrial,Weekday,46.22
25.187019,121.56297,Building_11,2024-08-01 14:00:00,industrial,Weekday,136.56
25.187019,121.56297,Building_11,2024-08-01 15:00:00,industrial,Weekday,164.56
25.187019,121.56297,Building_11,2024-08-01 16:00:00,industrial,Weekday,145.19
25.187019,121.56297,Building_11,2024-08-01 17:00:00,industrial,Weekday,42.74
25.187019,121.56297,Building_11,2024-08-01 18:00:00,industrial,Weekday,47.41
25.187019,121.56297,Building_11,2024-08-01 19:00:00,industrial,Weekday,53.42
25.187019,121.56297,Building_11,2024-08-01 20:00:00,industrial,Weekday,46.15
25.187019,121.56297,Building_11,2024-08-01 21:00:00,industrial,Weekday,50.0
25.187019,121.56297,Building_11,2024-08-01 22:00:00,industrial,Weekday,57.21
25.187019,121.56297,Building_11,2024-08-01 23:00:00,industrial,Weekday,42.11
25.187019,121.56297,Building_11,2024-08-02 00:00:00,industrial,Weekday,59.32
25.187019,121.56297,Building_11,2024-08-02 01:00:00,industrial,Weekday,58.34
25.187019,121.56297,Building_11,2024-08-02 02:00:00,industrial,Weekday,45.42
25.187019,121.56297,Building_11,2024-08-02 03:00:00,industrial,Weekday,59.84
25.187019,121.56297,Building_11,2024-08-02 04:00:00,industrial,Weekday,40.18
25.187019,121.56297,Building_11,2024-08-02 05:00:00,industrial,Weekday,45.71
25.187019,121.56297,Building_11,2024-08-02 06:00:00,industrial,Weekday,51.14
25.187019,121.56297,Building_11,2024-08-02 07:00:00,industrial,Weekday,47.45
25.187019,121.56297,Building_11,2024-08-02 08:00:00,industrial,Weekday,46.01
25.187019,121.56297,Building_11,2024-08-02 09:00:00,industrial,Weekday,56.18
25.187019,121.56297,Building_11,2024-08-02 10:00:00,industrial,Weekday,47.72
25.187019,121.56297,Building_11,2024-08-02 11:00:00,industrial,Weekday,56.23
25.187019,121.56297,Building_11,2024-08-02 12:00:00,industrial,Weekday,41.98
25.187019,121.56297,Building_11,2024-08-02 13:00:00,industrial,Weekday,49.1
25.187019,121.56297,Building_11,2024-08-02 14:00:00,industrial,Weekday,174.53
25.187019,121.56297,Building_11,2024-08-02 15:00:00,industrial,Weekday,148.3
25.187019,121.56297,Building_11,2024-08-02 16:00:00,industrial,Weekday,170.24
25.187019,121.56297,Building_11,2024-08-02 17:00:00,industrial,Weekday,47.55
25.187019,121.56297,Building_11,2024-08-02 18:00:00,industrial,Weekday,56.0
25.187019,121.56297,Building_11,2024-08-02 19:00:00,industrial,Weekday,53.74
25.187019,121.56297,Building_11,2024-08-02 20:00:00,industrial,Weekday,59.45
25.187019,121.56297,Building_11,2024-08-02 21:00:00,industrial,Weekday,40.44
25.187019,121.56297,Building_11,2024-08-02 22:00:00,industrial,Weekday,51.6
25.187019,121.56297,Building_11,2024-08-02 23:00:00,industrial,Weekday,40.57
25.187019,121.56297,Building_11,2024-08-03 00:00:00,industrial,Weekend,27.31
25.187019,121.56297,Building_11,2024-08-03 01:00:00,industrial,Weekend,26.09
25.187019,121.56297,Building_11,2024-08-03 02:00:00,industrial,Weekend,28.44
25.187019,121.56297,Building_11,2024-08-03 03:00:00,industrial,Weekend,24.1
25.187019,121.56297,Building_11,2024-08-03 04:00:00,industrial,Weekend,27.26
25.187019,121.56297,Building_11,2024-08-03 05:00:00,industrial,Weekend,20.95
25.187019,121.56297,Building_11,2024-08-03 06:00:00,industrial,Weekend,26.53
25.187019,121.56297,Building_11,2024-08-03 07:00:00,industrial,Weekend,25.83
25.187019,121.56297,Building_11,2024-08-03 08:00:00,industrial,Weekend,23.94
25.187019,121.56297,Building_11,2024-08-03 09:00:00,industrial,Weekend,24.24
25.187019,121.56297,Building_11,2024-08-03 10:00:00,industrial,Weekend,21.08
25.187019,121.56297,Building_11,2024-08-03 11:00:00,industrial,Weekend,26.27
25.187019,121.56297,Building_11,2024-08-03 12:00:00,industrial,Weekend,22.45
25.187019,121.56297,Building_11,2024-08-03 13:00:00,industrial,Weekend,28.85
25.187019,121.56297,Building_11,2024-08-03 14:00:00,industrial,Weekend,77.3
25.187019,121.56297,Building_11,2024-08-03 15:00:00,industrial,Weekend,74.95
25.187019,121.56297,Building_11,2024-08-03 16:00:00,industrial,Weekend,85.52
25.187019,121.56297,Building_11,2024-08-03 17:00:00,industrial,Weekend,23.66
25.187019,121.56297,Building_11,2024-08-03 18:00:00,industrial,Weekend,21.21
25.187019,121.56297,Building_11,2024-08-03 19:00:00,industrial,Weekend,28.48
25.187019,121.56297,Building_11,2024-08-03 20:00:00,industrial,Weekend,24.25
25.187019,121.56297,Building_11,2024-08-03 21:00:00,industrial,Weekend,28.72
25.187019,121.56297,Building_11,2024-08-03 22:00:00,industrial,Weekend,25.37
25.187019,121.56297,Building_11,2024-08-03 23:00:00,industrial,Weekend,20.91
25.187019,121.56297,Building_11,2024-08-04 00:00:00,industrial,Weekend,28.47
25.187019,121.56297,Building_11,2024-08-04 01:00:00,industrial,Weekend,24.77
25.187019,121.56297,Building_11,2024-08-04 02:00:00,industrial,Weekend,28.04
25.187019,121.56297,Building_11,2024-08-04 03:00:00,industrial,Weekend,23.38
25.187019,121.56297,Building_11,2024-08-04 04:00:00,industrial,Weekend,26.35
25.187019,121.56297,Building_11,2024-08-04 05:00:00,industrial,Weekend,27.88
25.187019,121.56297,Building_11,2024-08-04 06:00:00,industrial,Weekend,22.51
25.187019,121.56297,Building_11,2024-08-04 07:00:00,industrial,Weekend,21.81
25.187019,121.56297,Building_11,2024-08-04 08:00:00,industrial,Weekend,23.75
25.187019,121.56297,Building_11,2024-08-04 09:00:00,industrial,Weekend,24.78
25.187019,121.56297,Building_11,2024-08-04 10:00:00,industrial,Weekend,20.9
25.187019,121.56297,Building_11,2024-08-04 11:00:00,industrial,Weekend,23.07
25.187019,121.56297,Building_11,2024-08-04 12:00:00,industrial,Weekend,28.97
25.187019,121.56297,Building_11,2024-08-04 13:00:00,industrial,Weekend,25.97
25.187019,121.56297,Building_11,2024-08-04 14:00:00,industrial,Weekend,79.78
25.187019,121.56297,Building_11,2024-08-04 15:00:00,industrial,Weekend,73.92
25.187019,121.56297,Building_11,2024-08-04 16:00:00,industrial,Weekend,79.76
25.187019,121.56297,Building_11,2024-08-04 17:00:00,industrial,Weekend,28.47
25.187019,121.56297,Building_11,2024-08-04 18:00:00,industrial,Weekend,20.37
25.187019,121.56297,Building_11,2024-08-04 19:00:00,industrial,Weekend,26.34
25.187019,121.56297,Building_11,2024-08-04 20:00:00,industrial,Weekend,22.81
25.187019,121.56297,Building_11,2024-08-04 21:00:00,industrial,Weekend,28.79
25.187019,121.56297,Building_11,2024-08-04 22:00:00,industrial,Weekend,23.68
25.187019,121.56297,Building_11,2024-08-04 23:00:00,industrial,Weekend,20.02
25.187019,121.56297,Building_11,2024-08-05 00:00:00,industrial,Weekday,40.9
25.187019,121.56297,Building_11,2024-08-05 01:00:00,industrial,Weekday,47.96
25.187019,121.56297,Building_11,2024-08-05 02:00:00,industrial,Weekday,45.05
25.187019,121.56297,Building_11,2024-08-05 03:00:00,industrial,Weekday,46.29
25.187019,121.56297,Building_11,2024-08-05 04:00:00,industrial,Weekday,44.94
25.187019,121.56297,Building_11,2024-08-05 05:00:00,industrial,Weekday,54.23
25.187019,121.56297,Building_11,2024-08-05 06:00:00,industrial,Weekday,49.1
25.187019,121.56297,Building_11,2024-08-05 07:00:00,industrial,Weekday,59.55
25.187019,121.56297,Building_11,2024-08-05 08:00:00,industrial,Weekday,48.86
25.187019,121.56297,Building_11,2024-08-05 09:00:00,industrial,Weekday,44.25
25.187019,121.56297,Building_11,2024-08-05 10:00:00,industrial,Weekday,59.0
25.187019,121.56297,Building_11,2024-08-05 11:00:00,industrial,Weekday,56.42
25.187019,121.56297,Building_11,2024-08-05 12:00:00,industrial,Weekday,49.82
25.187019,121.56297,Building_11,2024-08-05 13:00:00,industrial,Weekday,53.81
25.187019,121.56297,Building_11,2024-08-05 14:00:00,industrial,Weekday,179.4
25.187019,121.56297,Building_11,2024-08-05 15:00:00,industrial,Weekday,145.94
25.187019,121.56297,Building_11,2024-08-05 16:00:00,industrial,Weekday,171.55
25.187019,121.56297,Building_11,2024-08-05 17:00:00,industrial,Weekday,57.14
25.187019,121.56297,Building_11,2024-08-05 18:00:00,industrial,Weekday,40.66
25.187019,121.56297,Building_11,2024-08-05 19:00:00,industrial,Weekday,40.81
25.187019,121.56297,Building_11,2024-08-05 20:00:00,industrial,Weekday,49.13
25.187019,121.56297,Building_11,2024-08-05 21:00:00,industrial,Weekday,47.96
25.187019,121.56297,Building_11,2024-08-05 22:00:00,industrial,Weekday,49.14
25.187019,121.56297,Building_11,2024-08-05 23:00:00,industrial,Weekday,55.38
25.187019,121.56297,Building_11,2024-08-06 00:00:00,industrial,Weekday,56.02
25.187019,121.56297,Building_11,2024-08-06 01:00:00,industrial,Weekday,57.64
25.187019,121.56297,Building_11,2024-08-06 02:00:00,industrial,Weekday,41.36
25.187019,121.56297,Building_11,2024-08-06 03:00:00,industrial,Weekday,43.51
25.187019,121.56297,Building_11,2024-08-06 04:00:00,industrial,Weekday,41.81
25.187019,121.56297,Building_11,2024-08-06 05:00:00,industrial,Weekday,52.87
25.187019,121.56297,Building_11,2024-08-06 06:00:00,industrial,Weekday,49.37
25.187019,121.56297,Building_11,2024-08-06 07:00:00,industrial,Weekday,42.98
25.187019,121.56297,Building_11,2024-08-06 08:00:00,industrial,Weekday,40.23
25.187019,121.56297,Building_11,2024-08-06 09:00:00,industrial,Weekday,51.8
25.187019,121.56297,Building_11,2024-08-06 10:00:00,industrial,Weekday,59.53
25.187019,121.56297,Building_11,2024-08-06 11:00:00,industrial,Weekday,52.71
25.187019,121.56297,Building_11,2024-08-06 12:00:00,industrial,Weekday,48.02
25.187019,121.56297,Building_11,2024-08-06 13:00:00,industrial,Weekday,56.21
25.187019,121.56297,Building_11,2024-08-06 14:00:00,industrial,Weekday,163.58
25.187019,121.56297,Building_11,2024-08-06 15:00:00,industrial,Weekday,127.85
25.187019,121.56297,Building_11,2024-08-06 16:00:00,industrial,Weekday,151.34
25.187019,121.56297,Building_11,2024-08-06 17:00:00,industrial,Weekday,56.76
25.187019,121.56297,Building_11,2024-08-06 18:00:00,industrial,Weekday,43.93
25.187019,121.56297,Building_11,2024-08-06 19:00:00,industrial,Weekday,43.86
25.187019,121.56297,Building_11,2024-08-06 20:00:00,industrial,Weekday,44.91
25.187019,121.56297,Building_11,2024-08-06 21:00:00,industrial,Weekday,45.56
25.187019,121.56297,Building_11,2024-08-06 22:00:00,industrial,Weekday,42.0
25.187019,121.56297,Building_11,2024-08-06 23:00:00,industrial,Weekday,42.2
25.187019,121.56297,Building_11,2024-08-07 00:00:00,industrial,Weekday,44.21
25.183494,121.494339,Building_12,2024-08-01 00:00:00,industrial,Weekday,52.53
25.183494,121.494339,Building_12,2024-08-01 01:00:00,industrial,Weekday,43.57
25.183494,121.494339,Building_12,2024-08-01 02:00:00,industrial,Weekday,48.64
25.183494,121.494339,Building_12,2024-08-01 03:00:00,industrial,Weekday,50.82
25.183494,121.494339,Building_12,2024-08-01 04:00:00,industrial,Weekday,51.64
25.183494,121.494339,Building_12,2024-08-01 05:00:00,industrial,Weekday,45.24
25.183494,121.494339,Building_12,2024-08-01 06:00:00,industrial,Weekday,58.97
25.183494,121.494339,Building_12,2024-08-01 07:00:00,industrial,Weekday,49.76
25.183494,121.494339,Building_12,2024-08-01 08:00:00,industrial,Weekday,59.16
25.183494,121.494339,Building_12,2024-08-01 09:00:00,industrial,Weekday,46.53
25.183494,121.494339,Building_12,2024-08-01 10:00:00,industrial,Weekday,46.58
25.183494,121.494339,Building_12,2024-08-01 11:00:00,industrial,Weekday,42.22
25.183494,121.494339,Building_12,2024-08-01 12:00:00,industrial,Weekday,42.52
25.183494,121.494339,Building_12,2024-08-01 13:00:00,industrial,Weekday,54.71
25.183494,121.494339,Building_12,2024-08-01 14:00:00,industrial,Weekday,151.52
25.183494,121.494339,Building_12,2024-08-01 15:00:00,industrial,Weekday,160.89
25.183494,121.494339,Building_12,2024-08-01 16:00:00,industrial,Weekday,143.01
25.183494,121.494339,Building_12,2024-08-01 17:00:00,industrial,Weekday,42.62
25.183494,121.494339,Building_12,2024-08-01 18:00:00,industrial,Weekday,54.42
25.183494,121.494339,Building_12,2024-08-01 19:00:00,industrial,Weekday,47.86
25.183494,121.494339,Building_12,2024-08-01 20:00:00,industrial,Weekday,42.62
25.183494,121.494339,Building_12,2024-08-01 21:00:00,industrial,Weekday,40.75
25.183494,121.494339,Building_12,2024-08-01 22:00:00,industrial,Weekday,42.41
25.183494,121.494339,Building_12,2024-08-01 23:00:00,industrial,Weekday,43.99
25.183494,121.494339,Building_12,2024-08-02 00:00:00,industrial,Weekday,43.61
25.183494,121.494339,Building_12,2024-08-02 01:00:00,industrial,Weekday,48.86
25.183494,121.494339,Building_12,2024-08-02 02:00:00,industrial,Weekday,58.88
25.183494,121.494339,Building_12,2024-08-02 03:00:00,industrial,Weekday,51.8
25.183494,121.494339,Building_12,2024-08-02 04:00:00,industrial,Weekday,47.73
25.183494,121.494339,Building_12,2024-08-02 05:00:00,industrial,Weekday,50.26
25.183494,121.494339,Building_12,2024-08-02 06:00:00,industrial,Weekday,58.33
25.183494,121.494339,Building_12,2024-08-02 07:00:00,industrial,Weekday,43.04
25.183494,121.494339,Building_12,2024-08-02 08:00:00,industrial,Weekday,42.74
25.183494,121.494339,Building_12,2024-08-02 09:00:00,industrial,Weekday,51.1
25.183494,121.494339,Building_12,2024-08-02 10:00:00,industrial,Weekday,51.56
25.183494,121.494339,Building_12,2024-08-02 11:00:00,industrial,Weekday,55.56
25.183494,121.494339,Building_12,2024-08-02 12:00:00,industrial,Weekday,43.98
25.183494,121.494339,Building_12,2024-08-02 13:00:00,industrial,Weekday,56.1
25.183494,121.494339,Building_12,2024-08-02 14:00:00,industrial,Weekday,164.04
25.183494,121.494339,Building_12,2024-08-02 15:00:00,industrial,Weekday,148.62
25.183494,121.494339,Building_12,2024-08-02 16:00:00,industrial,Weekday,161.23
25.183494,121.494339,Building_12,2024-08-02 17:00:00,industrial,Weekday,50.55
25.183494,121.494339,Building_12,2024-08-02 18:00:00,industrial,Weekday,43.35
25.183494,121.494339,Building_12,2024-08-02 19:00:00,industrial,Weekday,56.06
25.183494,121.494339,Building_12,2024-08-02 20:00:00,industrial,Weekday,46.63
25.183494,121.494339,Building_12,2024-08-02 21:00:00,industrial,Weekday,57.02
25.183494,121.494339,Building_12,2024-08-02 22:00:00,industrial,Weekday,57.04
25.183494,121.494339,Building_12,2024-08-02 23:00:00,industrial,Weekday,42.24
25.183494,121.494339,Building_12,2024-08-03 00:00:00,industrial,Weekend,21.92
25.183494,121.494339,Building_12,2024-08-03 01:00:00,industrial,Weekend,23.95
25.183494,121.494339,Building_12,2024-08-03 02:00:00,industrial,Weekend,29.0
25.183494,121.494339,Building_12,2024-08-03 03:00:00,industrial,Weekend,26.83
