,Datetime,Building_ID,Category,Weekday_Weekend,Consumption_kW
251,2024-08-01 08:00:00,Building_12,industrial,Weekday,59.16
252,2024-08-01 08:00:00,Building_13,residential,Weekday,2.36
253,2024-08-01 08:00:00,Building_14,residential,Weekday,1.9
254,2024-08-01 08:00:00,Building_15,commercial,Weekday,8.49
255,2024-08-01 08:00:00,Building_16,industrial,Weekday,42.36
256,2024-08-01 08:00:00,Building_17,commercial,Weekday,8.79
257,2024-08-01 08:00:00,Building_18,industrial,Weekday,40.84
258,2024-08-01 08:00:00,Building_19,commercial,Weekday,9.86
259,2024-08-01 08:00:00,Building_20,residential,Weekday,2.02
260,2024-08-01 08:00:00,Building_21,industrial,Weekday,50.31
261,2024-08-01 08:00:00,Building_22,commercial,Weekday,10.88
262,2024-08-01 08:00:00,Building_23,industrial,Weekday,51.79
263,2024-08-01 08:00:00,Building_24,commercial,Weekday,8.08
264,2024-08-01 08:00:00,Building_25,residential,Weekday,2.24
265,2024-08-01 08:00:00,Building_26,residential,Weekday,1.68
266,2024-08-01 08:00:00,Building_27,commercial,Weekday,9.93
267,2024-08-01 08:00:00,Building_28,residential,Weekday,1.91
268,2024-08-01 08:00:00,Building_29,industrial,Weekday,55.84
269,2024-08-01 08:00:00,Building_30,residential,Weekday,1.97
270,2024-08-01 09:00:00,Building_01,commercial,Weekday,28.06
271,2024-08-01 09:00:00,Building_02,industrial,Weekday,53.99
272,2024-08-01 09:00:00,Building_03,commercial,Weekday,35.84
273,2024-08-01 09:00:00,Building_04,industrial,Weekday,45.76
274,2024-08-01 09:00:00,Building_05,commercial,Weekday,27.01
275,2024-08-01 09:00:00,Building_06,residential,Weekday,2.18
276,2024-08-01 09:00:00,Building_07,industrial,Weekday,54.87
277,2024-08-01 09:00:00,Building_08,industrial,Weekday,46.04
278,2024-08-01 09:00:00,Building_09,residential,Weekday,2.36
279,2024-08-01 09:00:00,Building_10,residential,Weekday,2.08
280,2024-08-01 09:00:00,Building_11,industrial,Weekday,50.25
281,2024-08-01 09:00:00,Building_12,industrial,Weekday,46.53
282,2024-08-01 09:00:00,Building_13,residential,Weekday,2.39
283,2024-08-01 09:00:00,Building_14,residential,Weekday,1.86
284,2024-08-01 09:00:00,Building_15,commercial,Weekday,27.91
285,2024-08-01 09:00:00,Building_16,industrial,Weekday,43.37
286,2024-08-01 09:00:00,Building_17,commercial,Weekday,25.76
287,2024-08-01 09:00:00,Building_18,industrial,Weekday,50.93
288,2024-08-01 09:00:00,Building_19,commercial,Weekday,34.55
289,2024-08-01 09:00:00,Building_20,residential,Weekday,2.06
290,2024-08-01 09:00:00,Building_21,industrial,Weekday,57.75
291,2024-08-01 09:00:00,Building_22,commercial,Weekday,33.26
292,2024-08-01 09:00:00,Building_23,industrial,Weekday,44.53
293,2024-08-01 09:00:00,Building_24,commercial,Weekday,32.91
294,2024-08-01 09:00:00,Building_25,residential,Weekday,2.24
295,2024-08-01 09:00:00,Building_26,residential,Weekday,2.06
296,2024-08-01 09:00:00,Building_27,commercial,Weekday,33.88
297,2024-08-01 09:00:00,Building_28,residential,Weekday,1.92
298,2024-08-01 09:00:00,Building_29,industrial,Weekday,55.34
299,2024-08-01 09:00:00,Building_30,residential,Weekday,2.23
300,2024-08-01 10:00:00,Building_01,commercial,Weekday,30.92
301,2024-08-01 10:00:00,Building_02,industrial,Weekday,57.25
302,2024-08-01 10:00:00,Building_03,commercial,Weekday,26.15
303,2024-08-01 10:00:00,Building_04,industrial,Weekday,57.78
304,2024-08-01 10:00:00,Building_05,commercial,Weekday,31.88
305,2024-08-01 10:00:00,Building_06,residential,Weekday,2.27
306,2024-08-01 10:00:00,Building_07,industrial,Weekday,50.83
307,2024-08-01 10:00:00,Building_08,industrial,Weekday,42.87
308,2024-08-01 10:00:00,Building_09,residential,Weekday,1.79
309,2024-08-01 10:00:00,Building_10,residential,Weekday,1.91
310,2024-08-01 10:00:00,Building_11,industrial,Weekday,59.57
311,2024-08-01 10:00:00,Building_12,industrial,Weekday,46.58
312,2024-08-01 10:00:00,Building_13,residential,Weekday,1.79
313,2024-08-01 10:00:00,Building_14,residential,Weekday,1.91
314,2024-08-01 10:00:00,Building_15,commercial,Weekday,28.34
315,2024-08-01 10:00:00,Building_16,industrial,Weekday,55.82
316,2024-08-01 10:00:00,Building_17,commercial,Weekday,26.37
317,2024-08-01 10:00:00,Building_18,industrial,Weekday,57.95
318,2024-08-01 10:00:00,Building_19,commercial,Weekday,24.68
319,2024-08-01 10:00:00,Building_20,residential,Weekday,2.22
320,2024-08-01 10:00:00,Building_21,industrial,Weekday,43.51
321,2024-08-01 10:00:00,Building_22,commercial,Weekday,26.09
322,2024-08-01 10:00:00,Building_23,industrial,Weekday,50.57
323,2024-08-01 10:00:00,Building_24,commercial,Weekday,24.48
324,2024-08-01 10:00:00,Building_25,residential,Weekday,1.7
325,2024-08-01 10:00:00,Building_26,residential,Weekday,2.29
326,2024-08-01 10:00:00,Building_27,commercial,Weekday,29.04
327,2024-08-01 10:00:00,Building_28,residential,Weekday,1.77
328,2024-08-01 10:00:00,Building_29,industrial,Weekday,53.34
329,2024-08-01 10:00:00,Building_30,residential,Weekday,1.69
330,2024-08-01 11:00:00,Building_01,commercial,Weekday,25.51
331,2024-08-01 11:00:00,Building_02,industrial,Weekday,55.94
332,2024-08-01 11:00:00,Building_03,commercial,Weekday,28.28
333,2024-08-01 11:00:00,Building_04,industrial,Weekday,42.96
334,2024-08-01 11:00:00,Building_05,commercial,Weekday,33.25
335,2024-08-01 11:00:00,Building_06,residential,Weekday,2.06
336,2024-08-01 11:00:00,Building_07,industrial,Weekday,49.44
337,2024-08-01 11:00:00,Building_08,industrial,Weekday,52.13
338,2024-08-01 11:00:00,Building_09,residential,Weekday,2.25
339,2024-08-01 11:00:00,Building_10,residential,Weekday,2.26
340,2024-08-01 11:00:00,Building_11,industrial,Weekday,50.78
341,2024-08-01 11:00:00,Building_12,industrial,Weekday,42.22
342,2024-08-01 11:00:00,Building_13,residential,Weekday,1.67
343,2024-08-01 11:00:00,Building_14,residential,Weekday,1.68
344,2024-08-01 11:00:00,Building_15,commercial,Weekday,35.81
345,2024-08-01 11:00:00,Building_16,industrial,Weekday,50.32
346,2024-08-01 11:00:00,Building_17,commercial,Weekday,29.68
347,2024-08-01 11:00:00,Building_18,industrial,Weekday,58.89
348,2024-08-01 11:00:00,Building_19,commercial,Weekday,33.51
349,2024-08-01 11:00:00,Building_20,residential,Weekday,2.39
350,2024-08-01 11:00:00,Building_21,industrial,Weekday,52.21
351,2024-08-01 11:00:00,Building_22,commercial,Weekday,25.96
352,2024-08-01 11:00:00,Building_23,industrial,Weekday,58.72
353,2024-08-01 11:00:00,Building_24,commercial,Weekday,29.28
354,2024-08-01 11:00:00,Building_25,residential,Weekday,2.35
355,2024-08-01 11:00:00,Building_26,residential,Weekday,2.38
356,2024-08-01 11:00:00,Building_27,commercial,Weekday,34.38
357,2024-08-01 11:00:00,Building_28,residential,Weekday,1.93
358,2024-08-01 11:00:00,Building_29,industrial,Weekday,52.54
359,2024-08-01 11:00:00,Building_30,residential,Weekday,1.97
360,2024-08-01 12:00:00,Building_01,commercial,Weekday,11.95
361,2024-08-01 12:00:00,Building_02,industrial,Weekday,57.44
362,2024-08-01 12:00:00,Building_03,commercial,Weekday,9.99
363,2024-08-01 12:00:00,Building_04,industrial,Weekday,45.22
364,2024-08-01 12:00:00,Building_05,commercial,Weekday,10.53
365,2024-08-01 12:00:00,Building_06,residential,Weekday,2.06
366,2024-08-01 12:00:00,Building_07,industrial,Weekday,52.38
367,2024-08-01 12:00:00,Building_08,industrial,Weekday,55.56
368,2024-08-01 12:00:00,Building_09,residential,Weekday,2.2
369,2024-08-01 12:00:00,Building_10,residential,Weekday,2.4
370,2024-08-01 12:00:00,Building_11,industrial,Weekday,55.99
371,2024-08-01 12:00:00,Building_12,industrial,Weekday,42.52
372,2024-08-01 12:00:00,Building_13,residential,Weekday,1.73
373,2024-08-01 12:00:00,Building_14,residential,Weekday,1.72
374,2024-08-01 12:00:00,Building_15,commercial,Weekday,11.02
375,2024-08-01 12:00:00,Building_16,industrial,Weekday,44.63
376,2024-08-01 12:00:00,Building_17,commercial,Weekday,11.14
377,2024-08-01 12:00:00,Building_18,industrial,Weekday,44.39
378,2024-08-01 12:00:00,Building_19,commercial,Weekday,11.84
379,2024-08-01 12:00:00,Building_20,residential,Weekday,2.15
380,2024-08-01 12:00:00,Building_21,industrial,Weekday,55.52
381,2024-08-01 12:00:00,Building_22,commercial,Weekday,8.56
382,2024-08-01 12:00:00,Building_23,industrial,Weekday,45.05
383,2024-08-01 12:00:00,Building_24,commercial,Weekday,10.7
384,2024-08-01 12:00:00,Building_25,residential,Weekday,2.28
385,2024-08-01 12:00:00,Building_26,residential,Weekday,1.83
386,2024-08-01 12:00:00,Building_27,commercial,Weekday,9.38
387,2024-08-01 12:00:00,Building_28,residential,Weekday,1.7
388,2024-08-01 12:00:00,Building_29,industrial,Weekday,51.38
389,2024-08-01 12:00:00,Building_30,residential,Weekday,1.69
390,2024-08-01 13:00:00,Building_01,commercial,Weekday,11.19
391,2024-08-01 13:00:00,Building_02,industrial,Weekday,43.53
392,2024-08-01 13:00:00,Building_03,commercial,Weekday,8.85
393,2024-08-01 13:00:00,Building_04,industrial,Weekday,54.34
394,2024-08-01 13:00:00,Building_05,commercial,Weekday,9.77
395,2024-08-01 13:00:00,Building_06,residential,Weekday,1.99
396,2024-08-01 13:00:00,Building_07,industrial,Weekday,59.44
397,2024-08-01 13:00:00,Building_08,industrial,Weekday,44.99
398,2024-08-01 13:00:00,Building_09,residential,Weekday,1.87
399,2024-08-01 13:00:00,Building_10,residential,Weekday,1.81
400,2024-08-01 13:00:00,Building_11,industrial,Weekday,46.22
401,2024-08-01 13:00:00,Building_12,industrial,Weekday,54.71
402,2024-08-01 13:00:00,Building_13,residential,Weekday,1.95
403,2024-08-01 13:00:00,Building_14,residential,Weekday,1.87
404,2024-08-01 13:00:00,Building_15,commercial,Weekday,10.92
405,2024-08-01 13:00:00,Building_16,industrial,Weekday,49.57
406,2024-08-01 13:00:00,Building_17,commercial,Weekday,11.6
407,2024-08-01 13:00:00,Building_18,industrial,Weekday,40.48
408,2024-08-01 13:00:00,Building_19,commercial,Weekday,8.56
409,2024-08-01 13:00:00,Building_20,residential,Weekday,1.73
410,2024-08-01 13:00:00,Building_21,industrial,Weekday,40.36
411,2024-08-01 13:00:00,Building_22,commercial,Weekday,9.54
412,2024-08-01 13:00:00,Building_23,industrial,Weekday,44.73
413,2024-08-01 13:00:00,Building_24,commercial,Weekday,11.71
414,2024-08-01 13:00:00,Building_25,residential,Weekday,2.22
415,2024-08-01 13:00:00,Building_26,residential,Weekday,1.75
416,2024-08-01 13:00:00,Building_27,commercial,Weekday,9.69
417,2024-08-01 13:00:00,Building_28,residential,Weekday,2.02
418,2024-08-01 13:00:00,Building_29,industrial,Weekday,47.83
419,2024-08-01 13:00:00,Building_30,residential,Weekday,1.91
420,2024-08-01 14:00:00,Building_01,commercial,Weekday,8.51
421,2024-08-01 14:00:00,Building_02,industrial,Weekday,164.36
422,2024-08-01 14:00:00,Building_03,commercial,Weekday,11.27
423,2024-08-01 14:00:00,Building_04,industrial,Weekday,125.63
424,2024-08-01 14:00:00,Building_05,commercial,Weekday,10.82
425,2024-08-01 14:00:00,Building_06,residential,Weekday,1.68
